epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,7277,1.26377,0.89087,0.94205,0.55644,0.43742,0.45746,0.2808,1.27526,0.92419,0.95282,0.001618,0.001618,0.001618
129,7333.35,1.25385,0.88122,0.93835,0.55356,0.43918,0.45784,0.28128,1.27483,0.92442,0.95275,0.001552,0.001552,0.001552
130,7390.36,1.25725,0.87859,0.93919,0.55584,0.43669,0.4579,0.28104,1.27481,0.9245,0.9527,0.001486,0.001486,0.001486
131,7448.45,1.2571,0.88283,0.94023,0.55657,0.43637,0.45738,0.281,1.27464,0.9249,0.95265,0.00142,0.00142,0.00142
132,7504.81,1.24967,0.87128,0.93861,0.55566,0.43791,0.45763,0.28104,1.27491,0.92514,0.95272,0.001354,0.001354,0.001354
133,7561.1,1.25556,0.87942,0.93819,0.55395,0.43852,0.45733,0.28081,1.27496,0.92537,0.95274,0.001288,0.001288,0.001288
134,7617.85,1.25377,0.87342,0.93779,0.5535,0.43763,0.457,0.2808,1.27523,0.92514,0.95292,0.001222,0.001222,0.001222
135,7675.5,1.25467,0.87715,0.93869,0.55564,0.43387,0.45707,0.28078,1.27488,0.92527,0.95282,0.001156,0.001156,0.001156
136,7732.5,1.25484,0.87358,0.94019,0.55408,0.4354,0.45788,0.28077,1.27488,0.92512,0.95284,0.00109,0.00109,0.00109
137,7788.24,1.23982,0.86179,0.93725,0.55581,0.43494,0.45764,0.28075,1.27482,0.9252,0.95278,0.001024,0.001024,0.001024
138,7846.5,1.25185,0.87065,0.93832,0.55423,0.43498,0.45743,0.28058,1.27488,0.92518,0.95268,0.000958,0.000958,0.000958
139,7903.89,1.2516,0.87008,0.93835,0.55082,0.43649,0.45734,0.28016,1.27465,0.92506,0.95252,0.000892,0.000892,0.000892
140,7960.5,1.241,0.86541,0.93506,0.5495,0.43711,0.4572,0.28018,1.27482,0.92509,0.95242,0.000826,0.000826,0.000826
141,8014.59,1.20026,0.8033,0.92737,0.55094,0.43565,0.4566,0.27996,1.27506,0.92528,0.95247,0.00076,0.00076,0.00076
142,8065.69,1.18836,0.78992,0.92265,0.55062,0.43528,0.45618,0.2797,1.27553,0.9255,0.95257,0.000694,0.000694,0.000694
143,8116.75,1.18423,0.7829,0.92188,0.54944,0.43665,0.45612,0.27954,1.27587,0.92567,0.95264,0.000628,0.000628,0.000628
144,8166.91,1.18595,0.78385,0.92283,0.54835,0.43713,0.45637,0.2798,1.2763,0.92588,0.95272,0.000562,0.000562,0.000562
145,8218.5,1.18007,0.77716,0.92229,0.54875,0.43648,0.45643,0.27997,1.27671,0.92604,0.95276,0.000496,0.000496,0.000496
146,8269.32,1.17763,0.77439,0.92143,0.54739,0.43629,0.45639,0.27986,1.27712,0.92592,0.95275,0.00043,0.00043,0.00043
147,8318.54,1.17827,0.77239,0.91993,0.55227,0.43472,0.45622,0.27991,1.27751,0.9263,0.95283,0.000364,0.000364,0.000364
148,8369.42,1.17568,0.77051,0.91936,0.54822,0.43607,0.45592,0.27983,1.27716,0.92633,0.95285,0.000298,0.000298,0.000298
149,8420.15,1.17245,0.76695,0.91973,0.5474,0.43698,0.45591,0.27965,1.27778,0.92689,0.95295,0.000232,0.000232,0.000232
150,8471.71,1.17097,0.76514,0.91896,0.54915,0.43676,0.45583,0.27967,1.27793,0.92702,0.953,0.000166,0.000166,0.000166
